countyFIPS,County_Name,State,Date,Confirmed,Deaths,population,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,inpatient_beds,inpatient_beds_used,inpatient_beds_used_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_covid,total_staffed_adult_icu_beds,inpatient_beds_utilization,percent_of_inpatients_with_covid,inpatient_bed_covid_utilization,adult_icu_bed_covid_utilization,adult_icu_bed_utilization,reporting_cutoff_start,deaths_covid
0,statewide unallocated,AL,24-04-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,25-04-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,26-04-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,27-04-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,28-04-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,29-04-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,30-04-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,01-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,02-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,03-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,04-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,05-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,06-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,07-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,08-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,09-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,10-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,11-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,12-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,13-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,14-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,15-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,16-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,17-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,18-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,19-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,20-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,21-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,22-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,23-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,24-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,25-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,26-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,27-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,28-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,29-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,30-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,31-05-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,01-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,02-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,03-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,04-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,05-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,06-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,07-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,08-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,09-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,10-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,11-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,12-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
0,statewide unallocated,AL,13-06-20,0,0,0,0,8,15066,11277,1880,424,417,1839,1662,1574,0.748506571,0.171830728,0.129120879,0.282855237,0.895171537,09-02-22,28
