week,AZ,CO,GA,MI,NC,WA
2021-04-25,0.1373868499077516,0.13891937397373313,0.31080988296312584,0.7009212207604454,0.17162333940117183,0.11818944796729253
2021-05-02,0.1373868499077516,0.13891937397373313,0.19778810734017097,0.6909080604638677,0.17162333940117183,0.11818944796729253
2021-05-09,0.09617079493542612,0.2083790609605997,0.17895114473634516,0.5907764574980897,0.11441555960078122,0.1050572870820378
2021-05-16,0.17860290488007707,0.15628429572044977,0.19778810734017097,0.5006580148288896,0.13348481953424476,0.1575859306230567
2021-05-23,0.16486421988930192,0.1736492174671664,0.23546203254782258,0.3404474500836449,0.13348481953424476,0.11818944796729253
2021-05-30,0.1373868499077516,0.0868246087335832,0.19778810734017097,0.3003948088973338,0.13348481953424476,0.13132160885254726
2021-06-06,0.08243210994465096,0.19101413921388305,0.20720658864208388,0.27035532800760037,0.1525540794677083,-0.039396482655764176
2021-06-13,0.16486421988930192,0.10418953048029984,0.19778810734017097,0.1201579235589335,0.10488092963404945,0.013132160885254726
2021-06-20,0.16486421988930192,0.0868246087335832,0.10360329432104194,0.14018424415208908,0.10488092963404945,0.1575859306230567
2021-06-27,0.10990947992620127,0.10418953048029984,0.06592936911339033,0.07009212207604454,0.028603889900195304,0.06566080442627363
2021-07-04,0.09617079493542612,0.05209476524014992,0.05651088781147742,0.07009212207604454,0.06674240976712238,0.1050572870820378
2021-07-11,0.17860290488007707,0.1215544522270165,0.09418481301912904,0.07009212207604454,0.05720777980039061,0.07879296531152835
2021-07-18,0.08243210994465096,0.06945968698686657,0.07534785041530323,0.05006580148288896,0.06674240976712238,0.06566080442627363
2021-07-25,0.15112553489852676,0.0868246087335832,0.08476633171721613,0.06007896177946675,0.08581166970058592,0.07879296531152835
2021-08-01,0.2335576448431777,0.06945968698686657,0.16011418213251935,0.05006580148288896,0.13348481953424476,0.09192512619678307
2021-08-08,0.17860290488007707,0.15628429572044977,0.2260435512459097,0.09011844266920012,0.123950189567513,0.13132160885254726
2021-08-15,0.1373868499077516,0.0868246087335832,0.2825544390573871,0.16021056474524467,0.31464278890214836,0.17071809150831144
2021-08-22,0.42589923471402996,0.10418953048029984,0.47092406509564516,0.18023688533840024,0.35278130876907543,0.3283040221313681
2021-08-29,0.4671152896863554,0.2083790609605997,0.7346415415492065,0.21027636622813362,0.5339392781369791,0.3414361830166229
2021-09-05,0.3709444947509293,0.19101413921388305,0.8005709106625968,0.21027636622813362,0.495800758270052,0.4202291483281512
2021-09-12,0.4533766046955803,0.243108904454033,1.073706868418071,0.2503290074144448,0.7341665074383462,0.525286435410189
2021-09-19,0.7006729345295332,0.243108904454033,1.177310162739113,0.31040796919391156,0.6674240976712238,0.5515507571806985
2021-09-26,0.5907634546033319,0.2952036696941829,0.9983590180027677,0.32042112949048934,0.6769587276379556,0.5121542745249342
2021-10-03,0.5495473996310064,0.3472984349343328,1.1302177562295483,0.3805000912699561,0.6769587276379556,0.4858899527544248
2021-10-10,0.34346712476937896,0.2604738262007496,0.8005709106625968,0.3805000912699561,0.47673149833658846,0.39396482655764176
2021-10-17,0.6457181945664325,0.3299335131876162,0.9418481301912903,0.480631694235734,0.4195237185361978,0.40709698744289646
2021-10-24,0.5358087146402312,0.7814214786022489,0.7063860976434677,0.5006580148288896,0.3909198286360025,0.3283040221313681
2021-10-31,0.4945926596679057,0.5730424176416492,0.5274349529071226,0.45059221334600064,0.2765042690352213,0.3151718612461134
2021-11-07,0.4945926596679057,0.5730424176416492,0.47092406509564516,0.4706185339391562,0.21929648923483067,0.2495110568198398
2021-11-14,0.5632860846217815,0.6425021046285158,0.36732077077460323,0.7610001825399122,0.25743500910175776,0.3283040221313681
2021-11-21,0.5770247696125567,0.4514879654146327,0.2448805138497355,0.5707501369049341,0.10488092963404945,0.18385025239356614
2021-11-28,0.42589923471402996,0.6425021046285158,0.40499469598225485,1.2316187164790684,0.20022722930136713,0.38083266567238705
2021-12-05,1.0853561142712376,0.5383125741482159,0.21662506994399677,1.1515134341064461,0.2097618592680989,0.2626432177050945
2021-12-12,1.0578787442896873,0.8682460873358321,0.21662506994399677,1.1715397546996016,0.20022722930136713,0.22324673504933032
2021-12-19,0.8380597844372847,0.39939320017448277,0.2637174764535613,0.86113178550569,0.1525540794677083,0.2101145741640756
2021-12-26,0.6182408245848822,0.3646633566810495,0.3013914016612129,0.961263388471468,0.22883111920156243,0.13132160885254726
2022-01-02,0.7556276744926338,0.4688528871613493,0.09418481301912904,1.3317503194448463,0.29557352896868483,0.28890753947560394
2022-01-09,0.8930145244003853,0.3472984349343328,0.49917950900138386,1.0814213120304015,0.3909198286360025,0.3545683439018776
2022-01-16,0.8517984694280599,0.6598670263752324,0.46150558379373224,1.1314871135132905,0.2765042690352213,0.39396482655764176
2022-01-23,0.9754466343450363,0.5730424176416492,0.7063860976434677,0.9913028693612014,0.6674240976712238,0.5515507571806985
2022-01-30,1.044140059298912,0.5904073393883658,0.6969676163415549,0.961263388471468,0.6864933576046873,0.4990221136396796
