countyFIPS,County Name,No Diploma,High School,Associate's,Bachelor's,Graduate,Foreign Born
0500000US06081,"San Mateo County, California",21421,85336,41384,159935,131012,275480
0500000US06083,"Santa Barbara County, California",16994,50633,21302,57383,38659,105855
0500000US06085,"Santa Clara County, California",61328,185865,92749,378617,346638,778179
0500000US06087,"Santa Cruz County, California",7056,27947,15618,45805,33573,48148
0500000US06089,"Shasta County, California",6836,31700,17233,19470,8321,8894
0500000US06095,"Solano County, California",16421,73322,31394,59359,30463,90833
0500000US06097,"Sonoma County, California",17627,68082,34043,83916,50558,73943
0500000US06099,"Stanislaus County, California",28793,106940,24905,43323,17260,109938
0500000US06101,"Sutter County, California",6353,14560,6469,7792,5432,20769
0500000US06103,"Tehama County, California",5072,14839,4501,4443,3000,4784
0500000US06107,"Tulare County, California",26867,70964,29384,25160,12673,91969
0500000US06111,"Ventura County, California",29849,120731,53341,126372,74668,183079
0500000US06113,"Yolo County, California",6425,26233,12666,29079,23256,47765
0500000US06115,"Yuba County, California",6260,12955,5061,6614,2442,10499
0500000US08001,"Adams County, Colorado",30431,100428,29144,57475,28104,80678
0500000US08005,"Arapahoe County, Colorado",18177,89876,38936,121316,76381,103875
0500000US08013,"Boulder County, Colorado",5918,22028,13794,77590,63520,33670
0500000US08014,"Broomfield County, Colorado",989,6653,4446,16344,11832,6890
0500000US08031,"Denver County, Colorado",24443,90398,26728,173093,108630,95519
0500000US08035,"Douglas County, Colorado",3685,29349,18693,85304,51508,27466
0500000US08041,"El Paso County, Colorado",14533,98112,55280,115581,68464,47598
0500000US08059,"Jefferson County, Colorado",14603,84577,32752,131426,71351,35115
0500000US08069,"Larimer County, Colorado",6471,42827,22160,71744,45008,16819
0500000US08077,"Mesa County, Colorado",6839,29498,8769,21132,10842,6628
0500000US08101,"Pueblo County, Colorado",6764,33985,14452,17960,9294,5828
0500000US08123,"Weld County, Colorado",12032,52714,21359,38415,24527,30540
0500000US09001,"Fairfield County, Connecticut",28573,141693,41841,178372,139426,216625
0500000US09003,"Hartford County, Connecticut",35587,160355,53083,132373,111364,134712
0500000US09005,"Litchfield County, Connecticut",6014,41484,13313,28860,19957,13573
0500000US09007,"Middlesex County, Connecticut",6040,31908,9674,28756,22388,12295
0500000US09009,"New Haven County, Connecticut",37140,183855,41416,112267,98814,109553
0500000US09011,"New London County, Connecticut",8789,53513,15222,34098,28531,26022
0500000US09013,"Tolland County, Connecticut",3948,26915,8799,22366,17656,11388
0500000US09015,"Windham County, Connecticut",6616,28638,7352,12074,7246,4197
0500000US10001,"Kent County, Delaware",9153,38869,11425,19111,10738,11393
0500000US10003,"New Castle County, Delaware",21357,115494,28626,83552,59416,66416
0500000US10005,"Sussex County, Delaware",12087,53279,16834,31624,23758,19461
0500000US11001,"District of Columbia, District of Columbia",24709,79881,16922,129825,171604,85333
0500000US12001,"Alachua County, Florida",7221,33057,19315,38876,37231,28904
0500000US12005,"Bay County, Florida",8553,36115,13836,20426,12843,12656
0500000US12009,"Brevard County, Florida",25987,125446,56641,84941,52074,50672
0500000US12011,"Broward County, Florida",82706,393304,136817,288842,169998,683608
0500000US12015,"Charlotte County, Florida",10887,56412,14726,22225,12812,21510
0500000US12017,"Citrus County, Florida",11164,37558,11156,15281,11879,8814
0500000US12019,"Clay County, Florida",5122,42188,21594,28299,15022,14386
0500000US12021,"Collier County, Florida",15671,79547,25574,61075,43805,101494
0500000US12023,"Columbia County, Florida",5304,20456,3490,4933,2529,3478
0500000US12031,"Duval County, Florida",42797,188630,66360,133607,67888,108479
0500000US12033,"Escambia County, Florida",17116,64979,23295,32156,19807,17854
0500000US12035,"Flagler County, Florida",5456,30934,7415,15520,7926,15480
0500000US12053,"Hernando County, Florida",11842,47866,14829,19165,9430,11546
0500000US12055,"Highlands County, Florida",8084,28880,7185,8955,4522,12176
0500000US12057,"Hillsborough County, Florida",64165,273738,98150,221014,132539,278289
0500000US12061,"Indian River County, Florida",7021,36038,12045,25733,13206,19132
0500000US12069,"Lake County, Florida",19138,82050,30853,43256,26001,39931
0500000US12071,"Lee County, Florida",36487,181330,54635,105918,63485,128493
0500000US12073,"Leon County, Florida",9582,32025,14013,45460,36959,21890
0500000US12081,"Manatee County, Florida",19951,90491,29317,55472,37470,45105
0500000US12083,"Marion County, Florida",21508,100297,29025,34545,21886,29581
0500000US12085,"Martin County, Florida",8005,30810,10851,26848,17500,19721
0500000US12086,"Miami-Dade County, Florida",197038,507716,173187,374163,220973,1483944
0500000US12087,"Monroe County, Florida",2162,16034,6052,12139,7980,14088
0500000US12089,"Nassau County, Florida",4753,20436,5200,12535,7173,3607
0500000US12091,"Okaloosa County, Florida",7621,40117,14797,29747,15940,16656
0500000US12095,"Orange County, Florida",68167,236539,98413,220004,112713,299058
0500000US12097,"Osceola County, Florida",21811,72733,29427,39637,20872,87174
0500000US12099,"Palm Beach County, Florida",56013,261427,102452,250259,164860,395938
0500000US12101,"Pasco County, Florida",27625,132873,43773,67700,34505,57216
0500000US12103,"Pinellas County, Florida",46613,206958,74635,162734,86288,114317
0500000US12105,"Polk County, Florida",43172,172422,52885,69107,35533,72594
0500000US12107,"Putnam County, Florida",7079,20910,5028,4076,2564,3497
0500000US12109,"St. Johns County, Florida",5906,41562,15853,53543,32512,19458
0500000US12111,"St. Lucie County, Florida",21024,79655,25052,33543,18150,56660
0500000US12113,"Santa Rosa County, Florida",8075,36575,14655,23129,11416,7324
0500000US12115,"Sarasota County, Florida",14112,97060,31825,71682,54591,50884
0500000US12117,"Seminole County, Florida",13665,71422,39775,89063,48683,72626
0500000US12119,"Sumter County, Florida",5128,37763,10172,24444,14860,6757
0500000US12127,"Volusia County, Florida",24530,136707,50275,62946,36462,45092
0500000US12131,"Walton County, Florida",4081,15310,5949,11481,4845,5690
0500000US13013,"Barrow County, Georgia",6029,17455,4888,8289,4460,6669
0500000US13015,"Bartow County, Georgia",7693,25148,4499,9338,3431,4705
0500000US13021,"Bibb County, Georgia",9067,30714,7148,13643,11370,5558
0500000US13031,"Bulloch County, Georgia",3969,13991,4298,7042,4700,2411
0500000US13045,"Carroll County, Georgia",9603,27535,4850,8732,5889,6421
0500000US13047,"Catoosa County, Georgia",3744,15118,4924,7739,3176,1059
0500000US13051,"Chatham County, Georgia",14507,48665,10752,41921,25264,18865
0500000US13057,"Cherokee County, Georgia",9551,40649,13757,47155,20161,25133
0500000US13059,"Clarke County, Georgia",4769,11545,7010,17499,17015,12968
0500000US13063,"Clayton County, Georgia",18189,64360,15723,22901,11250,41566
0500000US13067,"Cobb County, Georgia",17280,93519,37764,157034,90628,122296
0500000US13073,"Columbia County, Georgia",4944,22367,11845,27509,14839,7690
0500000US13077,"Coweta County, Georgia",6357,27107,10691,16896,10178,8475
0500000US13089,"DeKalb County, Georgia",31163,111366,40412,133066,101213,116220
0500000US13095,"Dougherty County, Georgia",7364,15718,5589,5249,6196,1820
0500000US13097,"Douglas County, Georgia",5252,28822,7499,18404,11040,15548
0500000US13113,"Fayette County, Georgia",2240,16897,7757,23791,12244,11818
0500000US13115,"Floyd County, Georgia",5531,24571,4852,7882,7223,6108
0500000US13117,"Forsyth County, Georgia",5899,22895,10917,58137,31608,44629
0500000US13121,"Fulton County, Georgia",31125,112161,42551,245555,173975,136142
0500000US13127,"Glynn County, Georgia",4015,16862,5134,8668,8286,3061
0500000US13135,"Gwinnett County, Georgia",35768,126919,58436,153655,81930,255483
0500000US13139,"Hall County, Georgia",11678,36385,9908,20969,13324,32369
0500000US13151,"Henry County, Georgia",8070,51749,13480,27388,12610,17205
0500000US13153,"Houston County, Georgia",4657,31656,14110,16505,11756,11457
0500000US13157,"Jackson County, Georgia",4753,16735,4895,9266,3231,3213
0500000US13185,"Lowndes County, Georgia",4309,22551,8192,12197,5388,3219
0500000US13215,"Muscogee County, Georgia",9385,33601,13996,16638,14898,12379
0500000US13217,"Newton County, Georgia",6973,24615,5316,7590,5328,6293
0500000US13223,"Paulding County, Georgia",9791,34013,8697,15281,9123,11565
0500000US13245,"Richmond County, Georgia",12001,46959,11513,16396,10270,8330
0500000US13247,"Rockdale County, Georgia",5332,17558,5533,9501,4727,9837
0500000US13255,"Spalding County, Georgia",4758,19255,4226,4684,3376,3076
0500000US13285,"Troup County, Georgia",3405,18838,3812,6259,2977,2919
0500000US13295,"Walker County, Georgia",6380,17412,3167,5070,3122,1074
0500000US13297,"Walton County, Georgia",6973,21045,4271,10093,5262,4168
0500000US13313,"Whitfield County, Georgia",7622,19812,4644,6569,4607,20370
0500000US15001,"Hawaii County, Hawaii",5346,44801,13331,28302,14845,29466
0500000US15003,"Honolulu County, Hawaii",26727,175946,74971,159284,84671,196337
0500000US15007,"Kauai County, Hawaii",1997,15629,6479,9626,5074,11463
0500000US15009,"Maui County, Hawaii",5630,37043,11315,22759,10640,35741
0500000US16001,"Ada County, Idaho",12655,65205,34129,83760,46990,30055
0500000US16005,"Bannock County, Idaho",2650,13887,4359,11180,5464,2066
0500000US16019,"Bonneville County, Idaho",3008,18844,8081,16715,7167,4737
0500000US16027,"Canyon County, Idaho",9764,43111,15191,20954,8443,17259
0500000US16055,"Kootenai County, Idaho",6064,29628,14411,17885,10481,4147
0500000US16083,"Twin Falls County, Idaho",3945,14561,5080,6739,4910,6239
0500000US17001,"Adams County, Illinois",3219,17182,4248,7323,3696,796
0500000US17019,"Champaign County, Illinois",4746,27805,10706,24821,31531,23534
0500000US17031,"Cook County, Illinois",216326,816922,240359,853414,601685,1084010
0500000US17037,"DeKalb County, Illinois",2752,14775,5959,14358,7782,6113
0500000US17043,"DuPage County, Illinois",19782,119928,43854,194085,128680,180885
0500000US17089,"Kane County, Illinois",24896,84639,27734,76420,40068,88771
0500000US17091,"Kankakee County, Illinois",4424,27236,7026,8564,5554,5398
0500000US17093,"Kendall County, Illinois",2980,18067,10330,18753,13999,10627
0500000US17097,"Lake County, Illinois",21520,93219,29162,124570,82467,130407
0500000US17099,"LaSalle County, Illinois",6399,29000,8458,8205,4405,3932
0500000US17111,"McHenry County, Illinois",8514,56597,20717,50685,23020,25488
0500000US17113,"McLean County, Illinois",3697,23199,8592,32115,15752,11603
0500000US17115,"Macon County, Illinois",3577,28800,5150,10386,5171,2750
0500000US17119,"Madison County, Illinois",9577,53092,20399,34958,20894,5746
0500000US17143,"Peoria County, Illinois",6116,36006,11456,23466,15690,7975
0500000US17161,"Rock Island County, Illinois",7441,29582,10155,13931,9429,12915
0500000US17163,"St. Clair County, Illinois",10479,48719,18548,28692,20552,7911
0500000US17167,"Sangamon County, Illinois",6731,38247,11841,29896,16709,6067
0500000US17179,"Tazewell County, Illinois",3866,29836,9808,17685,7494,1382
0500000US17183,"Vermilion County, Illinois",4128,23069,5815,4095,2192,1800
0500000US17197,"Will County, Illinois",21949,126042,39274,104764,56774,85534
0500000US17199,"Williamson County, Illinois",2184,14533,4922,8886,5012,1637
0500000US17201,"Winnebago County, Illinois",13887,58883,19494,30875,16951,22376
0500000US18003,"Allen County, Indiana",15012,68299,28322,48664,23031,28722
0500000US18005,"Bartholomew County, Indiana",2619,16835,4588,12387,8557,9011
0500000US18011,"Boone County, Indiana",2319,7577,4323,12561,8368,3971
0500000US18019,"Clark County, Indiana",6279,27726,9983,12395,5964,4013
0500000US18035,"Delaware County, Indiana",5134,26287,8782,8418,7795,2807
0500000US18039,"Elkhart County, Indiana",11058,48765,8449,18298,7777,17588
0500000US18043,"Floyd County, Indiana",3658,17319,4911,9674,5662,1857
0500000US18053,"Grant County, Indiana",2859,17161,3083,5636,3705,1164
0500000US18057,"Hamilton County, Indiana",4184,30186,14915,85573,54184,28444
0500000US18059,"Hancock County, Indiana",3880,16496,4769,11432,4584,1105
0500000US18063,"Hendricks County, Indiana",4182,34092,9827,29419,13128,7073
0500000US18067,"Howard County, Indiana",3339,19730,4941,6814,3606,484
0500000US18081,"Johnson County, Indiana",5072,34376,8777,23015,9915,7238
0500000US18085,"Kosciusko County, Indiana",4676,18857,3553,9162,5485,4573
0500000US18089,"Lake County, Indiana",19768,119767,26284,49359,25649,32083
0500000US18091,"LaPorte County, Indiana",6985,30369,8427,9616,4262,2732
0500000US18095,"Madison County, Indiana",7397,35135,8622,10978,5879,2312
0500000US18097,"Marion County, Indiana",54833,190148,49861,127436,70469,90510
0500000US18105,"Monroe County, Indiana",2986,20670,5461,20000,19100,11699
0500000US18109,"Morgan County, Indiana",3584,18883,3927,5756,2750,916
0500000US18127,"Porter County, Indiana",3975,44467,11546,20782,11667,5892
0500000US18141,"St. Joseph County, Indiana",13031,57334,15037,32213,21664,19080
0500000US18157,"Tippecanoe County, Indiana",6728,29562,7845,23117,19674,23939
0500000US18163,"Vanderburgh County, Indiana",8841,42621,11750,23623,10667,6587
0500000US18167,"Vigo County, Indiana",4328,23987,6606,10388,7540,3564
0500000US18177,"Wayne County, Indiana",3430,16182,5117,4859,3148,1587
0500000US19013,"Black Hawk County, Iowa",4074,27384,8761,16654,8655,10567
0500000US19049,"Dallas County, Iowa",1123,10459,7100,23363,9735,8948
0500000US19061,"Dubuque County, Iowa",2434,22396,7534,14179,7059,3237
0500000US19103,"Johnson County, Iowa",3077,14207,7210,25466,22547,17105
0500000US19113,"Linn County, Iowa",6284,43136,21359,34840,15940,11908
0500000US19153,"Polk County, Iowa",13527,78084,31659,86308,36292,49101
0500000US19155,"Pottawattamie County, Iowa",3970,20241,8149,10414,4422,3657
0500000US19163,"Scott County, Iowa",5684,32719,13457,23597,14119,6774
0500000US19169,"Story County, Iowa",952,9246,5690,15952,12276,8181
0500000US19193,"Woodbury County, Iowa",4366,21816,6472,9745,4832,9008
0500000US20015,"Butler County, Kansas",2298,11679,3641,8605,5040,2490
0500000US20045,"Douglas County, Kansas",2422,15135,6404,21459,12610,7518
0500000US20091,"Johnson County, Kansas",9301,61327,29353,141825,87485,54496
0500000US20103,"Leavenworth County, Kansas",2492,15582,4171,10855,6439,1909
0500000US20161,"Riley County, Kansas",898,6639,3268,9382,7459,5399
0500000US20173,"Sedgwick County, Kansas",20752,89109,29527,68431,37434,45011
0500000US20177,"Shawnee County, Kansas",5439,36989,9945,24917,12900,6233
0500000US20209,"Wyandotte County, Kansas",10186,35185,8886,13183,7766,30511
0500000US21015,"Boone County, Kentucky",3746,23168,8420,18163,9716,10422
0500000US21029,"Bullitt County, Kentucky",4868,23421,6377,6268,2773,2732
0500000US21037,"Campbell County, Kentucky",3456,17352,4598,16975,8990,2212
0500000US21047,"Christian County, Kentucky",3560,11646,4865,6351,2286,2366
0500000US21059,"Daviess County, Kentucky",5473,21439,6983,10538,6531,5704
0500000US21067,"Fayette County, Kentucky",9352,44780,15127,52172,42980,33003
0500000US21093,"Hardin County, Kentucky",4521,23230,9020,11185,6575,5654
0500000US21111,"Jefferson County, Kentucky",30864,142555,43559,112671,74403,70265
0500000US21117,"Kenton County, Kentucky",6228,32953,10559,22807,14275,6153
0500000US21145,"McCracken County, Kentucky",3312,15157,4126,6525,4686,384
0500000US21151,"Madison County, Kentucky",3736,17396,4525,10689,8059,2792
0500000US21185,"Oldham County, Kentucky",2137,10631,3643,11662,6893,3546
0500000US21227,"Warren County, Kentucky",3624,20878,7744,17288,11402,13817
0500000US22005,"Ascension Parish, Louisiana",5189,28291,8351,14105,7102,2950
0500000US22015,"Bossier Parish, Louisiana",4391,28221,7036,11662,7219,5203
0500000US22017,"Caddo Parish, Louisiana",16971,55690,11240,23652,15095,4515
0500000US22019,"Calcasieu Parish, Louisiana",13940,47580,11414,19527,11276,5300
0500000US22033,"East Baton Rouge Parish, Louisiana",18592,79314,15728,61824,36300,26018
0500000US22045,"Iberia Parish, Louisiana",4320,22259,3526,5819,1741,2584
0500000US22051,"Jefferson Parish, Louisiana",22929,92849,21184,54775,30303,55670
0500000US22055,"Lafayette Parish, Louisiana",9733,48017,9349,40347,16821,9758
0500000US22057,"Lafourche Parish, Louisiana",8690,26596,3401,7600,3477,2385
0500000US22063,"Livingston Parish, Louisiana",12666,33104,5664,15626,4158,2946
0500000US22071,"Orleans Parish, Louisiana",26385,64474,10863,60495,50325,22923
0500000US22073,"Ouachita Parish, Louisiana",9705,32692,6149,16676,9461,3607
0500000US22079,"Rapides Parish, Louisiana",8367,31489,6073,11666,5059,4027
0500000US22097,"St. Landry Parish, Louisiana",7937,23211,2788,4315,2003,968
0500000US22103,"St. Tammany Parish, Louisiana",11332,48162,9094,41217,23460,10289
0500000US22105,"Tangipahoa Parish, Louisiana",7935,31144,5195,13525,8088,2997
0500000US22109,"Terrebonne Parish, Louisiana",8678,29048,5680,7666,4297,3369
0500000US23001,"Androscoggin County, Maine",4218,25890,10439,12689,6345,5070
0500000US23003,"Aroostook County, Maine",2411,20293,6184,6235,3246,2579
0500000US23005,"Cumberland County, Maine",7328,45878,16749,68042,40468,19692
0500000US23011,"Kennebec County, Maine",3919,29443,8685,14994,10802,3761
0500000US23019,"Penobscot County, Maine",4968,35889,11682,21261,10896,4500
0500000US23031,"York County, Maine",7958,47707,16801,30316,20038,7449
0500000US24001,"Allegany County, Maryland",3710,21339,4733,6554,3884,1375
0500000US24003,"Anne Arundel County, Maryland",19676,93519,28702,98858,76862,50936
0500000US24005,"Baltimore County, Maryland",30172,146811,43541,134304,100701,105712
0500000US24009,"Calvert County, Maryland",2138,20589,5769,10458,9931,3109
0500000US24013,"Carroll County, Maryland",4467,33395,11920,25330,18279,6535
0500000US24015,"Cecil County, Maryland",5456,25511,6857,11675,6306,3003
0500000US24017,"Charles County, Maryland",4412,35122,8798,18371,13252,12168
0500000US24021,"Frederick County, Maryland",6127,43128,13135,42016,32504,27586
0500000US24025,"Harford County, Maryland",7002,45149,16977,37547,28653,12146
0500000US24027,"Howard County, Maryland",6862,29410,10841,70938,71132,68142
0500000US24031,"Montgomery County, Maryland",29564,104474,39433,191773,228295,341537
0500000US24033,"Prince George's County, Maryland",38534,161056,41401,119222,89664,214910
0500000US24037,"St. Mary's County, Maryland",4983,25220,7588,14280,8718,6005
0500000US24043,"Washington County, Maryland",9184,39492,6675,13153,10727,9518
0500000US24045,"Wicomico County, Maryland",5864,20697,3907,10906,8941,9481
0500000US24510,"Baltimore city, Maryland",40849,118267,20230,73630,65410,43510
0500000US25001,"Barnstable County, Massachusetts",3987,33904,16355,43969,35017,17697
0500000US25003,"Berkshire County, Massachusetts",5165,27263,9561,16158,15118,7464
0500000US25005,"Bristol County, Massachusetts",25096,119682,35043,80043,39946,76798
0500000US25009,"Essex County, Massachusetts",28280,134150,43271,135679,92781,149907
0500000US25011,"Franklin County, Massachusetts",2977,14502,6140,10869,9024,2847
0500000US25013,"Hampden County, Massachusetts",25406,106999,28017,53301,35816,39313
0500000US25015,"Hampshire County, Massachusetts",3825,18667,8479,25530,27442,14116
0500000US25017,"Middlesex County, Massachusetts",35922,216402,65620,320544,330527,347220
0500000US25021,"Norfolk County, Massachusetts",16020,93366,34008,142779,131479,135027
0500000US25023,"Plymouth County, Massachusetts",12544,104164,31788,89694,50265,51753
0500000US25025,"Suffolk County, Massachusetts",27275,121115,29191,145138,126638,228966
0500000US25027,"Worcester County, Massachusetts",29739,162680,52148,126776,86627,114098
0500000US26005,"Allegan County, Michigan",4564,33720,6004,14257,4991,3336
0500000US26017,"Bay County, Michigan",4192,25717,8323,11105,5072,1065
0500000US26021,"Berrien County, Michigan",8141,29250,11484,17084,11923,7645
0500000US26025,"Calhoun County, Michigan",6594,34462,9117,12104,6469,6770
0500000US26037,"Clinton County, Michigan",1424,14534,5833,10857,7735,2137
0500000US26045,"Eaton County, Michigan",2543,22542,8847,14718,8147,4409
0500000US26049,"Genesee County, Michigan",20902,86307,30220,37975,22484,9858
0500000US26055,"Grand Traverse County, Michigan",2879,15157,5899,17000,9517,2104
0500000US26065,"Ingham County, Michigan",6356,38313,15386,40339,32332,31931
0500000US26073,"Isabella County, Michigan",2355,13511,3223,5644,5205,1982
0500000US26075,"Jackson County, Michigan",7600,39897,10045,17016,8550,3579
0500000US26077,"Kalamazoo County, Michigan",7466,37992,14332,37862,25669,16280
0500000US26081,"Kent County, Michigan",20056,103697,38524,104451,54393,52422
0500000US26087,"Lapeer County, Michigan",4099,21717,5837,8014,4037,1727
0500000US26091,"Lenawee County, Michigan",5024,24438,7167,9466,5234,2449
0500000US26093,"Livingston County, Michigan",5676,36624,13063,32818,15987,5300
0500000US26099,"Macomb County, Michigan",35502,189992,66800,99670,57841,102884
0500000US26103,"Marquette County, Michigan",1587,13562,4186,10726,4948,1133
0500000US26111,"Midland County, Michigan",2365,16896,6361,12874,8402,2903
0500000US26115,"Monroe County, Michigan",7246,34374,12633,17703,8591,3989
0500000US26121,"Muskegon County, Michigan",6292,40666,15077,16905,7879,3418
0500000US26125,"Oakland County, Michigan",29367,169373,71333,249398,188674,175021
0500000US26139,"Ottawa County, Michigan",8787,51523,16335,43887,21583,16517
0500000US26145,"Saginaw County, Michigan",10180,43829,14855,18523,10413,3738
0500000US26147,"St. Clair County, Michigan",7733,36229,14106,16051,8630,3867
0500000US26155,"Shiawassee County, Michigan",2915,19209,4932,6017,2696,416
0500000US26159,"Van Buren County, Michigan",3622,16744,5268,7591,4593,3781
0500000US26161,"Washtenaw County, Michigan",7995,33141,16744,60153,69970,47604
0500000US26163,"Wayne County, Michigan",102762,371317,96997,173534,123692,156318
0500000US27003,"Anoka County, Minnesota",9212,66496,31253,58285,20905,34686
0500000US27013,"Blue Earth County, Minnesota",1144,10409,4242,9878,4435,4113
0500000US27019,"Carver County, Minnesota",2203,10474,6518,24801,11138,6003
0500000US27035,"Crow Wing County, Minnesota",2084,14259,6784,7495,4397,939
0500000US27037,"Dakota County, Minnesota",7113,61528,33000,83473,40541,41963
0500000US27053,"Hennepin County, Minnesota",24784,145356,78228,286145,162033,167523
0500000US27109,"Olmsted County, Minnesota",2127,22424,12469,26566,24384,17476
0500000US27123,"Ramsey County, Minnesota",15611,80700,32640,99412,60153,90836
0500000US27131,"Rice County, Minnesota",2116,12956,5446,7994,5344,3364
0500000US27137,"St. Louis County, Minnesota",4865,36310,17899,26874,14448,5924
0500000US27139,"Scott County, Minnesota",3815,20015,12273,28084,12148,14529
0500000US27141,"Sherburne County, Minnesota",2276,19579,8262,11990,4992,2479
0500000US27145,"Stearns County, Minnesota",3665,29311,12311,18920,8339,11434
0500000US27163,"Washington County, Minnesota",4161,37826,17330,52444,29677,17565
0500000US27171,"Wright County, Minnesota",2233,26236,11029,20549,9889,3508
0500000US28033,"DeSoto County, Mississippi",9131,33888,12685,20976,13264,5972
0500000US28035,"Forrest County, Mississippi",3837,13983,5480,7129,4654,1043
0500000US28047,"Harrison County, Mississippi",10297,41518,15161,20723,11264,6813
0500000US28049,"Hinds County, Mississippi",12443,37006,12743,24762,18951,3710
0500000US28059,"Jackson County, Mississippi",6718,29817,10782,15998,7559,6513
0500000US28067,"Jones County, Mississippi",3622,15720,5562,5122,3217,1510
0500000US28075,"Lauderdale County, Mississippi",7517,12755,7059,6354,3197,701
0500000US28081,"Lee County, Mississippi",6588,14830,6205,9296,4733,1524
0500000US28089,"Madison County, Mississippi",3865,14407,4604,21932,12521,5752
0500000US28121,"Rankin County, Mississippi",8164,27363,11600,21696,10624,4533
0500000US29019,"Boone County, Missouri",4263,22003,8036,28166,23177,13453
0500000US29021,"Buchanan County, Missouri",3645,25757,4022,8783,3104,2065
0500000US29031,"Cape Girardeau County, Missouri",3582,14823,2760,10915,6780,1637
0500000US29037,"Cass County, Missouri",3182,27290,5144,11432,7155,415
0500000US29043,"Christian County, Missouri",4352,17212,5908,11139,6362,2461
0500000US29047,"Clay County, Missouri",6159,49529,16288,38089,16517,15724
0500000US29051,"Cole County, Missouri",3087,15861,5192,11919,6095,2954
0500000US29071,"Franklin County, Missouri",4801,23797,8543,9493,4925,604
0500000US29077,"Greene County, Missouri",9493,55861,13566,37274,20735,9750
0500000US29095,"Jackson County, Missouri",29183,142213,34920,97893,58492,41577
0500000US29097,"Jasper County, Missouri",7345,26238,4348,13425,5514,6349
0500000US29099,"Jefferson County, Missouri",12437,50369,21335,19846,11225,4292
0500000US29165,"Platte County, Missouri",1879,17028,5873,19403,12266,6282
0500000US29183,"St. Charles County, Missouri",11718,64719,24733,71174,40377,16208
0500000US29187,"St. Francois County, Missouri",4210,17887,3795,3154,3711,516
0500000US29189,"St. Louis County, Missouri",31190,148663,49582,176472,139849,74642
0500000US29510,"St. Louis city, Missouri",15404,53754,12051,44504,39549,21475
0500000US30013,"Cascade County, Montana",2649,18396,4833,9616,4359,1167
0500000US30029,"Flathead County, Montana",2384,20571,7313,19583,6922,3349
0500000US30031,"Gallatin County, Montana",973,13242,4974,25925,12909,4169
0500000US30049,"Lewis and Clark County, Montana",1312,11672,4505,13994,8044,1172
0500000US30063,"Missoula County, Montana",2330,18062,7415,24561,11781,2640
0500000US30111,"Yellowstone County, Montana",5109,34909,9562,24706,12170,3305
0500000US31055,"Douglas County, Nebraska",16275,80965,27838,99282,56144,60181
0500000US31109,"Lancaster County, Nebraska",8084,40395,25399,50724,29167,25345
0500000US31153,"Sarpy County, Nebraska",2535,28119,13106,31620,15828,8494
0500000US32003,"Clark County, Nevada",127911,440002,133363,262662,137445,513230
0500000US32031,"Washoe County, Nevada",21646,73923,30624,63427,39979,69312
0500000US33005,"Cheshire County, New Hampshire",1639,16410,4856,11348,6876,2558
0500000US33009,"Grafton County, New Hampshire",4112,15293,5664,13003,13563,6097
0500000US33011,"Hillsborough County, New Hampshire",14956,78345,30012,72579,39867,43333
0500000US33013,"Merrimack County, New Hampshire",6564,31608,11137,23064,15573,6907
0500000US33015,"Rockingham County, New Hampshire",6708,63457,20094,58907,37951,17254
0500000US33017,"Strafford County, New Hampshire",3852,23447,9575,18305,13000,5465
0500000US34001,"Atlantic County, New Jersey",13849,62031,11813,35053,16728,42872
0500000US34003,"Bergen County, New Jersey",22953,138581,39629,209445,134616,293943
0500000US34005,"Burlington County, New Jersey",13117,86330,26645,78940,46074,45275
0500000US34007,"Camden County, New Jersey",20276,105369,27043,74645,43563,53732
0500000US34009,"Cape May County, New Jersey",2866,24431,5040,12764,9707,4440
0500000US34011,"Cumberland County, New Jersey",13007,41449,7300,10657,5882,17487
0500000US34013,"Essex County, New Jersey",35277,160914,28314,118339,74740,231871
0500000US34015,"Gloucester County, New Jersey",9122,64869,17856,45026,23789,14698
0500000US34017,"Hudson County, New Jersey",25511,112271,23787,129465,89379,299736
0500000US34019,"Hunterdon County, New Jersey",3603,17430,5474,29015,20054,15169
0500000US34021,"Mercer County, New Jersey",16167,57906,16798,57081,53328,89064
0500000US34023,"Middlesex County, New Jersey",35260,139655,32407,147973,101780,277450
0500000US34025,"Monmouth County, New Jersey",15205,100471,33463,127720,83849,84510
0500000US34027,"Morris County, New Jersey",9253,67719,19571,117222,79141,101166
0500000US34029,"Ocean County, New Jersey",19910,144122,32513,89049,45603,45454
0500000US34031,"Passaic County, New Jersey",19317,118879,17632,65704,31821,171427
0500000US34033,"Salem County, New Jersey",3474,16573,4781,5301,3568,1642
0500000US34035,"Somerset County, New Jersey",5107,47188,13753,71900,57048,85951
0500000US34037,"Sussex County, New Jersey",4098,27266,9089,24376,14456,11060
0500000US34039,"Union County, New Jersey",20434,110198,19979,86972,54164,177948
0500000US34041,"Warren County, New Jersey",3814,22669,6097,19134,6694,9791
0500000US35001,"Bernalillo County, New Mexico",34547,113185,42977,92636,73855,72369
0500000US35005,"Chaves County, New Mexico",5580,10542,3246,4630,2683,7820
0500000US35013,"Doña Ana County, New Mexico",11324,28024,13021,20591,16057,33597
0500000US35025,"Lea County, New Mexico",5372,11818,4413,3107,2435,14523
0500000US35031,"McKinley County, New Mexico",6413,16482,2761,2494,2429,1034
0500000US35035,"Otero County, New Mexico",3041,14645,4041,3887,2583,8750
